Study_Code,Clinical_Department,Country,Phase,Rare_Disease,New_Indication,Elderly_Usage,Number_of_Sites,CTT_Actual,Actual_Final_Protocol,CTT_FP_Weeks,Risk_Score,Success_Score,FSI_Demand
674d3924,Cardiology,USA,3,1,0,1,44,8,7,50,0.3958371387770687,0.8032107160865236,0.5414445351735357
8b03d993,Cardiology,Canada,1,0,1,1,36,29,8,30,0.3257901811935535,0.805249662034031,0.19662490007812264
73859286,Neurology,France,2,0,0,1,28,24,2,47,0.5611235652775779,0.7589649465610346,1.3792629688588076
3aa18ed0,Oncology,Australia,2,0,1,1,16,5,11,32,0.6200035855407764,0.8736503181987737,1.7365998719651228
42a55883,Oncology,Japan,4,1,0,0,35,8,10,4,0.320073788312961,0.7322915556494309,0.0
641b746d,Endocrinology,France,3,1,0,1,23,27,6,49,0.9303411192881309,0.6724766300250105,2.282260048465333
486852f4,Infectious Disease,India,1,1,0,0,33,7,6,39,0.6015465970608866,0.513032511769761,1.385226771340262
ffbece75,Neurology,USA,4,1,1,0,25,14,10,46,0.5738547928439319,0.5203789689963942,1.8822397885449953
80aefec4,Neurology,Japan,1,1,0,1,30,26,1,42,0.49207454952952623,0.4655453438838175,1.469883903515515
ed9069da,Neurology,India,3,1,0,0,32,5,2,48,0.1522641661451745,0.6581906197334383,0.8704492679867617
768d19c2,Oncology,France,3,1,0,1,21,8,9,49,0.8941612010138643,0.4659975363096942,2.7561133955817807
e9092f6f,Infectious Disease,France,3,0,1,0,13,23,8,10,0.3852948037987268,0.23274488267793728,0.908194029720422
90c2e415,Endocrinology,Australia,2,1,1,1,25,5,4,46,0.678214301021465,0.19587665458778208,2.242810599343044
f0f27597,Cardiology,Japan,3,1,0,0,38,20,6,23,0.6466902030730318,0.9320250477194001,0.3148206028365827
f743b679,Cardiology,USA,4,1,1,1,15,23,2,23,0.6260381428460741,0.1222650167840948,1.8478939301130213
b4c3b1b7,Neurology,France,2,0,0,1,24,24,5,28,0.5731409818104257,0.1949205356250872,1.5887479872856183
c55757f7,Infectious Disease,Germany,1,0,0,0,43,25,2,46,0.2632958500881953,0.500774387181028,0.792339633012318
7e5208e6,Oncology,Australia,4,0,1,0,20,26,5,24,0.35254516694316895,0.3366336402139418,1.1901895875468793
c6fd9814,Infectious Disease,India,4,1,0,1,33,22,7,12,0.5717692641432701,0.4652640103619313,0.5553181976293807
cda335ac,Infectious Disease,Japan,1,0,0,0,5,6,7,30,0.8104082064372333,0.205702643434495,6.64790891074854
d7f3bbe9,Oncology,UK,2,0,1,1,22,10,9,31,0.48879007358537674,0.2178162431626366,1.648230820607538
85b5de31,Neurology,UK,4,1,1,0,26,25,3,28,0.2835302977415177,0.8205921178526038,0.4282026539007875
da71e944,Infectious Disease,USA,4,1,1,1,12,5,4,39,0.17914998232488338,0.7831978696902734,2.778818253113369
b0568745,Cardiology,Germany,4,1,1,0,11,23,9,37,0.6967099031446218,0.19382757915215293,3.7325064874360643
62dcf757,Oncology,France,2,0,0,1,29,9,8,5,0.48100597355904817,0.701011373409118,0.015345083513493576
bb248d84,Endocrinology,UK,2,1,0,0,34,6,7,12,0.21283380336037772,0.6483801910199349,0.0
480a8c7c,Neurology,USA,2,1,0,1,38,5,8,22,0.7070201919882854,0.7420264504122067,0.6357284403116437
9b6a934b,Oncology,India,4,1,0,0,48,20,9,18,0.28682085776893584,0.5270040141062268,0.23587692895106593
2a23a863,Endocrinology,Australia,3,1,0,1,45,29,4,24,0.5581144434733094,0.34298814478009676,0.557198547707699
daef269b,Endocrinology,Germany,1,1,0,0,15,25,5,19,0.3755691775691744,0.6973112524208751,0.9898580970837595
6fbd41e9,Infectious Disease,Germany,3,1,0,0,19,6,9,5,0.9385210579906004,0.43422168387053983,0.8041076336318882
6b149432,Infectious Disease,Canada,2,0,0,1,39,8,7,29,0.3054592596440491,0.2970576109109444,0.8222963227914509
fa079911,Infectious Disease,USA,4,1,1,0,27,7,4,47,0.4779266693878257,0.4677661123473549,1.7874253252830437
0973988f,Oncology,USA,4,0,0,0,49,27,6,32,0.9635442371452052,0.7869428520408586,0.7334310403151204
e2668e66,Oncology,Canada,3,0,0,1,25,21,11,36,0.38685266194448387,0.5282138768825817,1.276915488314915
d90403c0,Neurology,Australia,3,1,0,1,32,19,1,37,0.6801338467099001,0.36987783709007993,1.632970663263217
56c5af96,Infectious Disease,France,1,0,0,1,17,14,1,49,0.38505433933569266,0.8486817533414454,2.3079441795757605
431466e9,Endocrinology,USA,4,0,0,1,38,16,9,30,0.1996074812055241,0.8934793796628413,0.12788758158832636
542c5c15,Cardiology,Canada,3,0,1,0,42,16,8,10,0.6647925094158635,0.4899253813954073,0.5280877535111994
78600585,Neurology,France,1,1,1,0,10,24,1,18,0.9244283817568064,0.4372192186542052,2.1881338822165364
28f9cd68,Oncology,Australia,2,0,1,0,48,11,11,20,0.5073082005106827,0.6514290523170685,0.1308671501486995
0a56983e,Neurology,France,3,0,0,1,8,14,2,12,0.6635588884232204,0.15217700145212174,1.8847716536059864
eaeda866,Neurology,Japan,2,0,0,0,9,9,4,16,0.6480085719309607,0.7221908445108374,1.743092641355541
fb277b85,Neurology,Germany,1,0,0,0,44,24,1,35,0.47358073236508835,0.8040588448395222,0.33751605568094206
b2233ba2,Neurology,India,2,1,0,1,10,24,2,5,0.6534069748882575,0.45769773453145446,0.6821732362935955
571f8795,Cardiology,Germany,4,1,1,0,25,15,5,35,0.333386275977075,0.25715426500665683,1.6133591506007399
d1367b7c,Infectious Disease,Germany,4,0,1,0,32,6,8,50,0.44023411414274694,0.12593653762677715,1.8716667640751068
911ae3ef,Endocrinology,Japan,2,1,0,1,7,28,6,23,0.4980869707261376,0.6735210395383899,3.032498938085953
3a11086f,Neurology,France,4,1,0,0,27,20,6,46,0.8776078152062324,0.3420940659714188,2.251758420209856
1185f13b,Neurology,France,1,0,1,1,12,16,4,22,0.41349960534992947,0.5175006284091559,1.7224650248672742
e80b972b,Neurology,USA,4,1,1,1,23,20,2,49,0.6716233433042438,0.4477199694917777,2.399603920301486
dc681492,Infectious Disease,Japan,2,1,1,0,15,8,3,30,0.2920634536770088,0.2573963163527164,2.1965815927061776
369bdd47,Oncology,USA,2,0,1,0,14,6,6,39,0.32731275614853406,0.5575318016146337,2.5951721261318834
cbd1b260,Oncology,Japan,2,0,1,0,32,29,6,33,0.6835859879139798,0.5136341704666642,1.4045800686239063
42a19f10,Cardiology,USA,3,1,1,1,24,14,5,14,0.7860789346299433,0.6617328605828491,0.7532095977281816
92bd188b,Oncology,UK,2,1,1,1,48,17,6,19,0.5159054588736534,0.3266964950768081,0.5083091678593741
bcbafc0e,Neurology,Canada,1,1,0,0,32,27,11,29,0.40158972709998986,0.29317517186806524,1.2434948546547848
edc3558a,Neurology,Germany,4,1,0,0,33,23,6,33,0.9192444003390452,0.8329105537808249,1.0738520448236986
288f5eba,Neurology,Germany,4,0,1,1,12,19,1,5,0.22222703354413845,0.7319730204676373,0.0
400052b4,Cardiology,Australia,3,0,0,0,23,27,6,37,0.7486428138844123,0.794985806522407,1.794725525898912
db91f74d,Neurology,India,3,0,1,0,25,5,5,44,0.7211536747723926,0.21096083057952525,2.1968811555748196
693cb890,Oncology,Canada,1,0,0,1,22,21,8,25,0.7212206464550147,0.30163567899431587,1.4787096606207457
c4b8d387,Infectious Disease,France,2,0,1,0,13,24,9,34,0.941878399981172,0.6179783645832758,2.8841375999780707
62402fa8,Infectious Disease,India,3,1,0,0,8,8,6,24,0.7553712708827129,0.8714812121856172,2.900352700029316
89918140,Endocrinology,UK,4,1,1,0,45,24,10,39,0.3714086704686257,0.9029031788516231,0.428258298028558
a828e08f,Oncology,Australia,3,0,0,0,29,13,4,43,0.4180683018090784,0.8487189660294345,0.7872287951004805
1bdb186e,Neurology,India,3,0,0,1,38,10,3,26,0.45199987587990487,0.13905815147598466,1.0898022992508598
041339f0,Infectious Disease,Australia,2,0,1,1,13,7,10,29,0.12772780668829545,0.8387912661901537,1.4642523110344097
b7d964c7,Oncology,Germany,3,1,1,1,13,26,1,21,0.9221592838674313,0.9091820597689735,1.5870723951670596
badfe050,Infectious Disease,France,1,1,1,1,22,6,7,18,0.1661973434783235,0.15107418113738685,1.0048241616148865
0c6f2563,Neurology,UK,4,1,0,0,15,22,5,37,0.7298148538877245,0.47465280439928925,2.743159532142002
6479b0f3,Infectious Disease,Germany,2,0,0,0,17,27,4,25,0.7571449043589805,0.5829492909670315,1.6895539834725768
58b1ef2e,Endocrinology,Canada,4,0,0,0,42,23,9,31,0.8593435455674857,0.3094753355951497,1.2831074365856179
89862af6,Endocrinology,USA,1,0,0,0,13,11,7,46,0.5980260300359703,0.5650170904333995,3.6478347364523422
cff07256,Infectious Disease,Japan,1,0,1,1,20,7,10,10,0.7527379814708832,0.8973602091649581,0.5171788296014129
687eb8b4,Oncology,UK,3,0,1,0,8,22,8,43,0.372450632019356,0.880248255711188,4.619695848000863
2c11e742,Oncology,France,3,1,0,0,38,24,4,45,0.771025609821511,0.9458535531317328,1.1178443820791917
9ad74b92,Oncology,Australia,3,0,1,1,11,24,10,27,0.40907416353569737,0.5356988185550878,2.4826241059135996
7d980c88,Infectious Disease,India,4,1,1,1,19,23,10,38,0.9125546305840264,0.4695102507645281,2.4931507046095573
785dbe4a,Oncology,Canada,1,1,1,1,42,13,8,16,0.24704362698974452,0.6992090371291181,0.0
98f91db9,Neurology,India,2,1,1,0,15,20,4,16,0.3841815796065582,0.4750845198409307,0.8605364816422764
aafa4a57,Endocrinology,UK,3,1,0,1,36,10,1,34,0.5488925063996176,0.137750136400772,1.591771383134616
72d61a42,Neurology,Canada,4,1,1,0,31,25,11,22,0.798265501433288,0.7479293069534095,0.6695152451724308
58dac303,Oncology,France,3,0,1,0,34,16,8,32,0.7739191945927287,0.35288554715454146,1.5139742751320477
ca070c39,Neurology,UK,1,0,1,1,21,10,1,25,0.28964518689205315,0.14417678104047144,1.3749957287753491
3d9372aa,Oncology,France,2,0,0,1,40,17,3,44,0.22981212695061673,0.11855896887421374,1.4158362386778853
21b6b8fd,Infectious Disease,India,1,1,1,1,23,28,7,24,0.37357264386468847,0.9382251417195864,0.4469997465836807
077b9b86,Neurology,Germany,4,1,0,0,11,9,3,19,0.5353787365083122,0.326868407779752,1.7750249636395987
2c366552,Infectious Disease,Canada,3,1,0,0,47,17,8,33,0.5851045403431756,0.5031092732707572,0.7843400113664808
3b8c41b6,Infectious Disease,USA,1,1,1,0,49,24,5,8,0.48622383185975127,0.9555188076089699,0.0
fa7d658b,Cardiology,Germany,4,1,1,1,25,11,3,44,0.6967811049832063,0.5207652809026527,2.2037218772013136
cc4b786a,Oncology,USA,3,1,0,0,32,16,5,44,0.48480304923751394,0.1707483911736802,1.7520044804719213
dd40ba60,Endocrinology,India,2,0,0,0,7,25,5,9,0.9516961089449152,0.5967424425219934,1.7184809970726533
dc9c92bd,Oncology,Australia,1,1,0,0,18,8,8,24,0.3348719631833824,0.17937878810865868,1.5667035367106625
7363fe76,Endocrinology,Canada,3,1,0,0,6,9,9,45,0.6646349086030853,0.18557909053618277,7.90969685000457
77fb661d,Oncology,Germany,3,0,1,1,33,20,6,14,0.6502401447941186,0.8663293664222138,0.1949501533626236
07b2c184,Infectious Disease,Germany,3,1,0,0,22,8,10,27,0.35341724969405564,0.3604793890281306,1.2312470510746296
2e864bff,Neurology,UK,3,0,1,1,41,12,3,31,0.4705188620626246,0.7108031801011927,0.7102020892789873
600ebefc,Neurology,Japan,1,0,1,1,49,20,2,18,0.4289262574959738,0.5580319017957956,0.12253211461745507
d631f677,Cardiology,India,3,0,0,0,49,12,11,42,0.2552491540184404,0.30009402208397273,0.7394396001018448
bac33c49,Endocrinology,France,4,1,1,0,28,21,3,49,0.5295656913683896,0.5660382687878869,1.677234311957901
cde04a1f,Endocrinology,India,1,0,0,1,16,18,9,43,0.4479960277196573,0.1620941823097775,2.906037179498816
20e14c31,Endocrinology,France,3,0,0,0,49,16,7,50,0.26048562406044345,0.4124911146307384,0.7225100272432561
aeb8713f,Infectious Disease,Canada,1,1,0,1,36,7,11,22,0.5048920408759854,0.5705526025184425,0.2749800974261615
d9511888,Endocrinology,France,4,0,1,0,22,24,11,20,0.4796595714328653,0.3055549042770868,0.9005111296795643
98d22617,Neurology,Australia,4,1,1,0,17,6,9,6,0.21822910989351374,0.6941693171632244,0.0
2fb4dec5,Infectious Disease,USA,1,1,0,1,8,17,6,6,0.21806878772620977,0.1466307295266761,0.8206161681016116
75cea350,Oncology,France,3,0,1,0,27,25,8,42,0.6827566418611276,0.5363289080835643,1.7855371809585259
c37cc7af,Endocrinology,France,3,1,1,1,14,15,10,31,0.7359227242453935,0.743496203160445,2.148460875779827
de3cdcaf,Endocrinology,UK,4,1,1,1,9,28,11,34,0.9470623779180143,0.48695145306109555,4.228055136608787
291b4ea2,Oncology,Germany,3,0,1,0,44,16,9,45,0.17830422141498986,0.8871277737870442,0.4752194704511068
18ac7b98,Endocrinology,India,4,0,1,1,18,22,3,50,0.20607534314042814,0.668973503116599,2.4701518783673486
b07bbc3a,Oncology,India,3,0,0,0,38,13,7,11,0.14663631562111992,0.962643624452864,0.0
5b1003be,Infectious Disease,Canada,4,0,1,0,32,11,9,20,0.5790055876812371,0.3557096314974809,0.868537734912798
d3e36ef3,Neurology,Canada,2,1,1,0,12,10,2,38,0.6604719528657038,0.9449103977692724,2.934025164518022
fe69f8a3,Oncology,Australia,3,0,0,1,20,28,7,39,0.4631711067389419,0.6461403308971271,1.804094605706354
3f2b71ce,Cardiology,France,3,0,1,0,35,18,5,30,0.8181119988650194,0.7706610092920587,0.8879011673504059
51276745,Oncology,Japan,3,0,1,0,11,22,8,43,0.7180294924034201,0.9119450053391023,3.674738415211187
9bf71896,Endocrinology,India,1,1,1,1,7,18,4,48,0.987256378852174,0.5960774691926388,7.360558561332504
ae88c5aa,Infectious Disease,Canada,3,1,0,1,33,9,1,36,0.22410548496971078,0.8759627127546988,0.3094891082344893
a6dfeaea,Infectious Disease,France,1,1,1,1,40,24,11,14,0.15248409790825124,0.5875272456292499,0.0636926800038656
397592a1,Oncology,Canada,1,1,1,1,43,28,10,24,0.34732333501244905,0.639279034855514,0.23863955436587458
1bc43a68,Neurology,Australia,4,1,0,0,8,17,8,9,0.11714517578515965,0.500588715607647,0.6101511097077443
38ba7cc0,Cardiology,USA,1,0,0,0,13,5,6,51,0.9393502850798614,0.2310746966560926,4.576802025731031
caa1823a,Infectious Disease,USA,1,1,1,0,21,16,8,24,0.3735564928193579,0.59815291001398,0.8308199369533934
e3b714ba,Endocrinology,Canada,2,1,0,0,24,23,3,31,0.597187150274313,0.979703407239563,0.8515829744910319
750886df,Endocrinology,USA,3,1,0,1,18,14,8,20,0.38626266959086775,0.8084673961590558,0.6295110326742066
3bc38bab,Neurology,Canada,1,0,0,1,33,28,8,21,0.3212277597899411,0.7727486362780928,0.12147328273796242
5dcd85f2,Infectious Disease,France,3,0,1,0,17,9,1,14,0.237128251577392,0.6789779224566665,0.3508840340714478
f283302a,Oncology,UK,1,1,1,1,40,24,4,49,0.388329328296222,0.4131178061385201,1.1937341889515947
10374428,Endocrinology,Japan,4,0,0,1,49,10,7,47,0.6538770373671771,0.25265367503054065,1.4367929993241209
4e400247,Neurology,France,2,1,0,1,21,16,11,28,0.974459079718775,0.30209644147842085,1.9812007083749776
baa74bfd,Infectious Disease,UK,1,0,0,1,47,25,1,33,0.6022828363304344,0.10568988058838512,1.231322695979277
d234a952,Infectious Disease,UK,3,0,0,1,8,7,3,28,0.5794381594891046,0.7061323788085192,3.374058911885439
5e23d72b,Infectious Disease,India,4,1,1,0,24,18,3,10,0.13173671629463218,0.8306898027007904,0.0
653ee611,Infectious Disease,France,3,0,0,0,15,25,6,40,0.8560891141009235,0.3420202160782538,3.1854030986549224
13a99a8c,Infectious Disease,France,4,1,1,1,46,8,5,49,0.14035723749781592,0.1826653596798447,0.9582270915906221
e43577c6,Endocrinology,Canada,2,1,0,1,26,21,11,30,0.9156090466931313,0.4021543610397261,1.5754808742355007
4533e8e8,Neurology,UK,4,1,1,0,49,21,7,29,0.5848045528210462,0.36284610647528015,0.834818140890065
102aacb1,Infectious Disease,UK,3,0,1,0,12,18,3,16,0.2516199447106319,0.5057887246999587,1.2065024023340705
249bfe8a,Cardiology,UK,3,0,0,1,32,19,11,27,0.5065366528058128,0.3376918488889099,0.9896823412159294
ff784c00,Cardiology,Canada,1,1,1,1,49,11,1,15,0.9954860326148784,0.40575943481052623,0.825762681401124
7671aee5,Neurology,India,4,1,1,1,45,8,11,17,0.3745745668396837,0.9167993014143184,0.0
7c928116,Oncology,France,3,0,1,0,34,21,3,12,0.3425137916937208,0.40135181760064564,0.23796369947341453
ad161693,Oncology,UK,1,1,0,1,37,10,8,34,0.20620530553825533,0.8069662420569073,0.2514599304890755
69d0e9d9,Oncology,USA,2,0,1,1,37,15,5,7,0.6374281139117549,0.6632503302020134,0.019007514748905496
8e5ddcb7,Cardiology,France,3,0,1,1,40,16,3,22,0.18030429911256662,0.4037841510682365,0.3020793194181413
124391ed,Oncology,Canada,1,0,0,1,31,19,8,4,0.7894072574236695,0.8360094428023154,0.10600778807020896
5dd2a738,Endocrinology,India,3,1,0,1,24,16,6,32,0.9273011628975022,0.6355684626366385,1.5168756178743918
3e967b54,Infectious Disease,USA,4,1,1,1,37,15,3,48,0.9386840000939495,0.10775685483901033,2.040390467525451
bb3a0d45,Cardiology,Canada,1,0,1,1,29,21,5,9,0.197124627589694,0.16185538141515982,0.2508078743119198
587c0a14,Neurology,Germany,4,1,0,1,48,12,1,4,0.6024363376176719,0.777375603507087,0.0
e82b0225,Neurology,France,2,1,0,0,47,16,6,28,0.18739886941194994,0.5018750106266749,0.18570932927241207
1a002517,Infectious Disease,Germany,4,0,1,0,23,13,9,30,0.6148145273358675,0.46495701256918653,1.4344196979710413
236f7c36,Cardiology,Canada,1,0,1,0,25,15,7,25,0.833482526688623,0.2312444657762272,1.468032280307912
ef4f1741,Oncology,Canada,3,1,0,1,46,7,11,20,0.5840111460729562,0.24158673456514324,0.7634527734569815
4ae434d1,Oncology,Canada,1,0,0,0,37,11,8,32,0.884848443496013,0.8179772050863106,0.861389424028526
d0a78d3e,Endocrinology,UK,4,1,1,0,7,25,6,6,0.8215069193644399,0.8461154205653098,0.7396361500599578
06cf06a9,Endocrinology,India,4,0,1,0,18,7,11,20,0.34889351494593557,0.6040022865748563,0.8937232211195036
e5cd1dc9,Oncology,UK,3,0,0,0,19,25,5,5,0.6670920545941975,0.36561502882511865,0.5006223599745308
ca119648,Neurology,India,2,1,1,0,37,20,6,35,0.10667091382851829,0.9394307350010472,0.06618473816665205
1ffb3884,Neurology,Japan,1,1,1,1,46,14,7,25,0.45643772433237795,0.661566151895704,0.46815051430626087
02134c19,Endocrinology,UK,3,1,1,0,26,27,9,42,0.3141641510058657,0.8169779075066094,1.0205652955096747
dc359576,Infectious Disease,Germany,3,1,1,1,5,11,8,36,0.9434047113491375,0.10295462825939389,8.197037537848981
70bef9f4,Oncology,India,3,1,0,1,35,29,5,25,0.464850110550844,0.5052876407878245,0.6390690711434677
868c7b34,Endocrinology,UK,1,0,0,0,39,28,7,50,0.6886579855802325,0.8838541776879603,0.9732416266563577
8f92a036,Endocrinology,France,1,0,1,1,24,24,8,7,0.7587834483462464,0.4044099549094492,0.5906453259972622
c1a7f6b2,Oncology,Canada,1,1,1,0,36,19,1,41,0.7958912848133568,0.7538960591850529,1.18776160517943
e1bd8fab,Oncology,India,2,0,1,1,16,25,8,16,0.762197672815776,0.6919073426157809,1.1957407161840663
234f15a0,Neurology,India,3,1,1,1,20,25,11,26,0.36024855488896135,0.23699652971886948,1.50313450602642
45a4f135,Infectious Disease,UK,4,0,0,0,12,14,7,16,0.7174609270562998,0.7974134445289646,1.2597715008442396
7005c2fb,Infectious Disease,Japan,4,0,1,1,18,16,11,23,0.594108534036055,0.201274111281519,1.796607798681226
4ca5e01b,Oncology,UK,3,1,1,1,22,22,2,36,0.6376353983177669,0.7551226869147466,1.3307726429799083
415864b3,Cardiology,Australia,4,1,0,1,34,27,2,37,0.10073315557787939,0.9918715031011849,0.22204109960032692
42e4c7a5,Endocrinology,Germany,2,1,0,1,37,27,6,41,0.33243184085757094,0.9621832886305864,0.5093506329976528
cc060485,Endocrinology,Germany,2,0,1,1,38,13,3,32,0.93761532704409,0.8202175687513042,0.991717268208579
dccc0f36,Oncology,India,1,1,0,1,48,13,1,35,0.36106847497515315,0.581065681806732,0.34815434323621697
66c2c4f4,Cardiology,India,1,1,0,1,38,8,8,14,0.4942139700246784,0.707342118238666,0.05360166424974401
f085f9d0,Neurology,UK,1,1,1,1,11,9,7,21,0.26800658397616695,0.7552975513096835,1.40515249954162
5ea0e7a0,Oncology,Germany,1,1,1,0,10,11,4,48,0.2247422967133208,0.10756137185041484,5.028660075359054
df4295ef,Oncology,Germany,1,1,0,1,10,11,1,24,0.28780207177483463,0.1921295988576608,2.68719892248894
f8c218d9,Endocrinology,Japan,4,1,1,0,26,15,2,15,0.5982825959802757,0.6373532188709762,0.4714089288740342
8488b7b3,Oncology,France,4,0,0,0,12,14,9,42,0.9271257862510973,0.1058810861286182,4.190260020925369
6b69e7bb,Oncology,Japan,1,0,0,1,41,15,4,23,0.39357926190657133,0.9180150856961475,0.11811592960903361
2732c961,Oncology,Australia,2,0,0,1,19,28,3,10,0.391067156987174,0.54069644190257,0.6381235056883765
986f5157,Endocrinology,USA,4,0,1,0,30,28,8,30,0.6077265281981815,0.3319903680446095,1.3864302234836905
c9d86d3f,Neurology,Canada,2,1,1,0,43,22,4,10,0.42106844592382175,0.45443905263783935,0.12432426042146348
74f47958,Neurology,Japan,2,1,0,0,7,16,7,5,0.9193744431855893,0.8656987695760026,1.054075317217022
92ac80ad,Oncology,Australia,3,0,0,1,14,29,5,46,0.44006323837803574,0.9344735863877042,2.8599838997515086
b83978b8,Endocrinology,UK,3,0,1,1,7,20,5,36,0.5413980272675204,0.20461148242958804,5.400542366335907
fce9696a,Neurology,France,1,0,0,1,34,8,11,24,0.5800503555733698,0.800164570560019,0.6791983545882986
ec62be69,Neurology,UK,2,1,0,0,26,21,6,32,0.8038610156174241,0.6204044063948773,1.3272266588518937
318ddcba,Neurology,Canada,4,1,1,1,7,21,4,35,0.6075153454733953,0.626952481898038,4.918454011709162
9b52395f,Endocrinology,Australia,3,1,1,1,5,25,2,48,0.31523959013259173,0.8015069097062437,9.18639476266046
640e88b7,Endocrinology,USA,3,0,1,1,37,27,6,15,0.2115884859637306,0.3005602181073618,0.3139431414728487
828898b8,Oncology,France,2,0,1,1,23,9,5,16,0.9439970920200675,0.5779404711774625,1.0654095079561252
ee2493df,Infectious Disease,India,3,0,0,0,40,17,3,42,0.8214066951751967,0.3874173539057283,1.4878584914337483
5519bc88,Neurology,Germany,3,0,1,1,38,7,4,47,0.12066868926002416,0.18506111047886337,1.2838976766313348
fb37baf0,Infectious Disease,Japan,4,0,1,1,35,27,3,43,0.8393760858911928,0.1945715010009435,1.640936949490516
b9cfd330,Endocrinology,Australia,2,1,0,0,47,21,3,6,0.6315380145142918,0.22282432356263568,0.5648246540083882
4b806131,Endocrinology,UK,3,1,0,1,28,15,4,42,0.567004811531449,0.6534098640143542,1.384574609809043
3e06a108,Endocrinology,USA,2,1,0,0,16,5,2,11,0.11100626112120303,0.195247178539579,0.5280094793285623
0c780576,Infectious Disease,Germany,3,1,1,0,17,22,4,49,0.8027776507459736,0.6130934583311561,2.9965234917979546
9009038a,Endocrinology,Japan,4,1,0,1,20,21,10,49,0.2782585128171251,0.6294673521795338,1.8350801937156695
afac2317,Oncology,Germany,2,0,1,0,20,13,11,5,0.7551830918746711,0.913506859109702,0.011834422404849734
e37e8c8a,Endocrinology,Japan,3,1,0,1,24,24,2,9,0.11428142262923555,0.6637389366929628,0.0
8b846503,Cardiology,Australia,4,0,1,0,45,11,10,51,0.8167182846995675,0.9870290567933512,1.0462280490423037
669a6b00,Infectious Disease,India,3,1,0,0,31,9,8,44,0.12073552151953651,0.12789332194675135,1.3930588620430133
c1bae506,Cardiology,France,2,0,1,1,43,20,10,18,0.31230361366526715,0.7337315229806071,0.0
809c88d8,Endocrinology,Australia,3,0,1,0,17,11,5,50,0.3414503912614421,0.12383207024773898,3.2409817688278513
3afa0eec,Oncology,Germany,2,0,0,1,8,17,7,15,0.24175777429623377,0.7564398200872332,1.4913027953750424
8e887ecb,Neurology,Germany,2,0,0,1,36,17,11,44,0.5329523765758322,0.44726518828363193,1.411328877594189
4d0c0f15,Endocrinology,Germany,3,0,1,1,49,19,4,51,0.355319163655038,0.6501769888533306,0.6490859458336828
0498185b,Oncology,France,4,0,0,1,44,27,10,35,0.993959178154531,0.3785842648795039,1.3243415906433038
e6a78d2c,Infectious Disease,USA,1,1,1,0,38,21,6,9,0.6219719140288951,0.24319453523738416,0.7812106099390901
a1a790ec,Cardiology,Japan,4,0,1,1,43,21,10,30,0.6098300425488165,0.7511612662803542,0.4354160907234174
274e63be,Cardiology,Australia,4,0,1,0,47,23,4,50,0.2987826670958097,0.914158342243078,0.4962754486383314
bac0b3a7,Cardiology,Australia,3,1,0,1,21,14,6,16,0.46782049484342025,0.2652241993300315,0.7867274427108311
cdba3e8d,Infectious Disease,India,4,0,1,0,28,6,1,26,0.21158019492400001,0.9286327010832406,0.1814873856747964
1ffc0a1a,Oncology,Germany,4,1,1,0,33,18,6,13,0.7862763270253477,0.2261638982840894,1.0125668627540878
7f4829d5,Infectious Disease,Canada,1,1,1,0,32,27,6,17,0.39804332153812927,0.7620956942945781,0.16420103152933987
1fbd770b,Cardiology,Australia,4,0,1,0,49,7,2,6,0.7767692500538893,0.9635006423611054,0.0
0913aa8e,Endocrinology,France,1,0,0,1,26,11,10,15,0.43452639993652786,0.23263379358061392,0.6561951757136162
1c07896b,Neurology,USA,3,1,0,1,32,29,10,28,0.989881516103361,0.491581042079818,1.2913002775739775
758123c7,Infectious Disease,Australia,1,0,1,0,29,15,9,4,0.25400946002915964,0.40371173412255956,0.0364105982392456
cddd911f,Infectious Disease,Japan,2,1,0,0,45,21,6,35,0.10137150449499817,0.44962997516568837,0.49920812131232517
08344b84,Oncology,France,2,0,0,1,7,19,11,27,0.6353429872405472,0.7778257652185989,3.736641364471092
66a7d9fe,Oncology,India,1,1,1,0,17,23,7,51,0.9576578800790543,0.6950700393000034,3.357293614944882
a174fa55,Infectious Disease,India,2,0,0,0,35,15,2,45,0.6823486494153814,0.9718182680165373,0.8305238732560023
1b8d2361,Cardiology,Japan,3,0,0,1,17,19,2,12,0.17715117047336287,0.2669315530207801,0.5694821753590734
cf6b39b6,Neurology,Germany,2,1,0,0,45,19,2,4,0.5864323442196029,0.5889347823932921,0.2686548280378181
68d4c616,Oncology,India,1,1,0,0,22,10,10,45,0.9185382425239547,0.5042135308771241,2.588126140000748
7c1fb722,Cardiology,USA,3,1,0,1,41,19,11,42,0.10585546109201147,0.9269704980331747,0.26663902346203033
ed5ce49a,Endocrinology,France,2,1,0,0,47,13,9,13,0.2502209915540189,0.10955730922926396,0.4017227296700556
a4d03278,Oncology,Australia,3,0,1,1,38,9,3,47,0.8331054004923547,0.9902533606903847,1.1831757079001246
effb03df,Cardiology,USA,1,1,0,1,21,23,4,46,0.9045163959197345,0.5317608829352759,2.60614585542681
9c4d9a01,Cardiology,Germany,2,1,1,1,25,28,1,44,0.7364445587814438,0.6629856825102377,1.681714839810483
c0ca249b,Neurology,USA,3,0,1,1,40,9,1,33,0.9924041472758387,0.4240473002251439,1.4929330917563077
66fcd266,Neurology,USA,3,0,1,0,44,26,4,8,0.1811943366279124,0.8672740027259489,0.0
